Workspace,Store,Layer,Description,URI,Default Style,Observable Concept,Observation Concept,Units,Native SRS,Declared SRS,PublicPrivate,CommercialUse,Comments,Contact
,,lakefront_puget,Derived from NLCD 2001,postgis:/raid/geodata/data/puget/lake_buffer/lakes_BufferOnly2.shp,polygon,aestheticService:LakefrontPresence,measurement:BinaryCoding,,EPSG:2927,EPSG:2927,Public,Yes,Derived from USGS product,
,,levees_puget,levees in Chehalis watershed from shape coverage,postgis:/raid/geodata/data/puget/levees/LeveesCombined.shp,line,infrastructure:Levee,measurement:BinaryCoding,,EPSG:2927,EPSG:2927,Private,No,"County data (Check this out for King, Pierce, Lewis Cos.)",
,,levees_puget_ncse,Levee construction scenario for flood control in the Chehalis watershed,postgis:/raid/geodata/data/puget/levees/LeveesNCSE.shp,line,infrastructure:Levee,measurement:BinaryCoding,,EPSG:2927,EPSG:2927,Public,Yes,Generated by the ARIES Consortium,
,,ocean_puget,Derived from NLCD 2001,postgis:/raid/geodata/data/puget/ocean/shore_poly.shp,polygon,geofeatures:Ocean,measurement:RankingSetRemapper,,EPSG:2927,EPSG:2927,Public,Yes,Derived from USGS product,
,,parks_puget,"Parks in the Puget Sound from county, state, and national datasets",postgis:/raid/geodata/data/puget/parks/All_Parks_Dissolve2.shp,polygon,aestheticService:ParkPresence,measurement:BinaryCoding,,EPSG:2926,EPSG:2926,Public,Yes,Local-state-federal data,
,,rain_on_snow_puget,Washington DNR,postgis:/raid/geodata/data/puget/rain_on_snow/RainOnSnow.shp,polygon,puget:SnowPrecipitationCategory,observation:Categorization,,EPSG:2927,EPSG:2927,Public,Yes,State agency data,
,,reservoirs_puget,Derived from the Major Dams of the United States dataset,postgis:/raid/geodata/data/puget/dams/Reservoirs.shp,polygon,geofeatures:Reservoir,measurement:Ranking,,EPSG:4269,EPSG:4269,Public,Yes,Federal agency data,
,,riverfront_puget,Derived from Washington DNR hydrography data,postgis:/raid/geodata/data/puget/river_buffer/wa_riverBuffer_Project2.shp,polygon,aestheticService:RiverfrontPresence,measurement:BinaryCoding,,EPSG:4326,EPSG:4326,Public,Yes,State agency data,
,,water_quality_puget,Washington Department of Ecology 303(d) Water Quality Assessment,postgis:/raid/geodata/data/puget/water_quality/303d_polys3.shp,polygon,aestheticService:WaterQualityAssessment,measurement:Ranking,,EPSG:2927,EPSG:2927,Public,Yes,State agency data,
,,wria_watersheds,WRIA watersheds for Washington State,postgis:/raid/geodata/data/puget/wrias/wria_polygon_WGS84.shp,polygon,geofeatures:watershed,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,State agency data,
san_pedro,,,,,,,,,,,,,,
,bird_rich,bird_rich3,University of Arizona-USGS Southern Arizona Data Services Program,file:/raid/geodata/coverages/san_pedro/bird_species_richness/bird_rich3.tif,raster,habitat:AvianRichness,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,USGS product,
,depth_to_water_san_pedro,depth_to_water_san_pedro,SSURGO depth to water,file:/raid/geodata/coverages/san_pedro/ssurgo_soils/DepthToWaterSanPedro.tif,raster,waterSupplyService:DepthToWaterTable,measurement:Measurement,cm,EPSG:26912,EPSG:26912,Public,Yes,USDA-NRCS product,
,fire_regime_san_pedro,fire_san_pedro,TNC and SWReGAP fire return interval,file:/raid/geodata/coverages/san_pedro/SWReGAP_TNC_fire/Reclass_fire_Clip.tif,raster,habitat:FireReturnInterval,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Private,No,TNC Arizona data has always been private,
,housing_value_san_pedro3,housing_value_san_pedro3,Rasterized housing values for Pima and Pinal counties,file:/raid/geodata/coverages/san_pedro/parcels/PinalPimaValue.tif,raster,aestheticService:HousingValue,measurement:Ranking,,EPSG:4326,EPSG:4326,Private,No,Parcel data are unlikely to be redistributable,
,mountainfront_recharge,mountainfront_recharge,Limestone bedrock plus 1 km buffer around mountain regions,file:/raid/geodata/coverages/san_pedro/mountainfront_recharge/recharge7.tif,raster,geofeatures:MountainFront,measurement:BinaryCoding,,EPSG:3742,EPSG:3742,Private,No,Derived from AGIC data,
,open_space_area_san_pedro,open_space_area_san_pedro,Areas of NLCD open space calculated and rasterized,file:/raid/geodata/coverages/san_pedro/open_space_area/os_area3.tif,raster,aestheticService:OpenSpaceArea,measurement:Measurement,ha,EPSG:26912,EPSG:26912,Public,Yes,Generated by the ARIES Consortium,
,soil_pH_0_30_san_pedro,soil_pH_0_30_san_pedro,"SSURGO soil pH data, 0-30 cm depth ",file:/raid/geodata/coverages/san_pedro/ssurgo_soils/SoilpH_0_30_san_pedro.tif,raster,habitat:SoilPhShallow,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,USDA-NRCS product,
,soil_pH_30_100_san_pedro,soil_pH_30_100_san_pedro,"SSURGO soil pH data, 30-100 cm depth ",file:/raid/geodata/coverages/san_pedro/ssurgo_soils/SoilpH_30_100_san_pedro.tif,raster,habitat:SoilPhDeep,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,USDA-NRCS product,
,springs_san_pedro,springs_san_pedro,Rasterized spring locations in Arizona,file:/raid/geodata/coverages/san_pedro/springs/springs3.tif,raster,waterSupplyService:Springs,measurement:BinaryCoding,,EPSG:4326,EPSG:4326,Private,No,Derived from AGIC data,
,surface_diversions_san_pedro,diversions_san_pedro,St. David and Pomerene surface diversions,file:/raid/geodata/coverages/san_pedro/diversions/Diversions3.tif,raster,waterSupplyService:SurfaceDiversionCapacity,measurement:Measurement,mm,EPSG:4326,EPSG:4326,Public,Yes,Generated by the ARIES Consortium,
,SWReGAP_gambels_quail,gambels,SWReGAP Gambel's Quail habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/gambels_240/gambels_240.tif,raster,sanPedro:GambelsQuailHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_javelina,javelina,SWReGAP javelina habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/javelina_240/javelina_240.tif,raster,sanPedro:JavelinaHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_lulc,swregap_lulc,SWReGAP land cover data,file:/raid/geodata/coverages/san_pedro/SWReGAP_landcover/swregap_landcover_Project.tif,raster,sanPedro:SouthwestRegionalGapAnalysisLULC,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_mearns_quail,mearns,SWReGAP Mearn's Quail habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/mearns_240/mearns_240.tif,raster,sanPedro:MearnsQuailHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_mourning_dove,mourning,SWReGAP mourning dove habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/mourning_240/mourning_240.tif,raster,sanPedro:MourningDoveHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_mule_deer,mule,SWReGAP mule deer habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/mule_240/mule_240.tif,raster,sanPedro:MuleDeerHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_rare_bird_richness2,rare_charismatic_bird_richness2,Habitat presence for 10 rare and charismatic bird species in Southeast Arizona,file:/raid/geodata/coverages/san_pedro/rare_bird_habitat/rare_spp.tif,raster,habitat:RareBirdHabitat,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_scaled_quail,scaled,SWReGAP scaled quail habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/scaled_240/scaled_240.tif,raster,sanPedro:ScaledQuailHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_whitetail_deer,whitetail,SWReGAP whitetail deer habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/whitetail_240/whitetail_240.tif,raster,sanPedro:WhiteTailDeerHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,SWReGAP_whitewing_dove,whitewing,SWReGAP whitewing dove habitat model,file:/raid/geodata/coverages/san_pedro/harvestable_spp/240s/whitewing_240/whitewing_240.tif,raster,sanPedro:WhiteWingedDoveHabitat,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Public,Yes,USGS-GAP product,
,urban_growth_baseline_san_pedro,urban_growth_baseline_san_pedro,2000 urban growth baseline from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/current_Project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCBase,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_constrained_san_pedro,urban_growth_constrained_san_pedro,2020 constrained growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/clulclots_Project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCConstrained,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_constrained_san_pedro2,urban_growth_constrained_san_pedro2,2020 constrained growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/clulclots2_project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCConstrained,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_constrained_san_pedro3,urban_growth_constrained_san_pedro3,2020 constrained growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/clulclots3_project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCConstrained,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_open_san_pedro,urban_growth_open_san_pedro,2020 open urban growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/olulclots_Project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCOpen,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_open_san_pedro2,urban_growth_san_pedro2,2020 open urban growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/olulclots2_project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCOpen,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,urban_growth_open_san_pedro3,urban_growth_open_san_pedro3,2020 open urban growth scenario from Steinitz et al. (2003),file:/raid/geodata/coverages/san_pedro/sp_alternative_futures/olulclots3_project.tif,raster,sanPedro:Steinitz30ClassUrbanGrowthLULCOpen,measurement:NumericCoding,,EPSG:4326,EPSG:4326,Uncertain,Uncertain,Emailed Darius re: Steinitz group redistribution (1/21/12),
,well_depth_san_pedro,well_depth_san_pedro,ADWR Wells-55 database well depths,file:/raid/geodata/coverages/san_pedro/DWR_wells/well_depth.tif,raster,waterSupplyService:WellDepth,measurement:Measurement,ft,EPSG:26912,EPSG:26912,Private,Uncertain,"""The (ADWR) requests that persons receiving and using this information not make it available to others for their re-use""",
,well_pumping_capacity_san_pedro,well_tested_rate_san_pedro,ADWR Wells-55 database well tested rates,file:/raid/geodata/coverages/san_pedro/DWR_wells/well_tested_rate.tif,raster,waterSupplyService:AnnualWellCapacity,measurement:Measurement,mm,EPSG:26912,EPSG:26912,Private,Uncertain,"""The (ADWR) requests that persons receiving and using this information not make it available to others for their re-use""",
,wells_sonora,wells_sonora,"Well locations in Sonora, Mexico",file:/raid/geodata/coverages/san_pedro/DWR_wells/wells_sonora.tif,raster,waterSupplyService:Wells,measurement:BinaryCoding,,EPSG:4326,EPSG:4326,Private,Uncertain,"Data from Octavio, so no metadata",
,san_pedro,,PostGIS database: san_pedro,postgis:san_pedro,,,,,,,,,,
,,amphibian_rich,University of Arizona-USGS Southern Arizona Data Services Program,postgis:/raid/geodata/data/san_pedro/SWReGAP_habitat/amphibian_richness.shp,polygon,habitat:AmphibianRichness,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,USGS product,
,,bsr_development_sites2,"Scenario for urban development near Benson, AZ",postgis:/raid/geodata/data/san_pedro/bsr_development_sites/BSR_development_sites.shp,polygon,sanPedro:BSRDevelopment,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,Generated for BSR scenario,
,,grassland_quality_az,"Grassland quality for AZ, SW NM, northern Sonora by The Nature Conservancy - Arizona",postgis:/raid/geodata/data/san_pedro/grasslands_assessment/Arizona_grasslands.shp,polygon,habitat:GrasslandQuality,observation:Categorization,,EPSG:26912,EPSG:26912,Private,No,"""Data will not be resold or redistributed in any manner""",
,,grazing_land_az,BLM grazing allottments plus state trust land for Arizona,postgis:/raid/geodata/data/san_pedro/grazing_land/grazing_land.shp,polygon,habitat:PastureLand,measurement:BinaryCoding,,EPSG:26912,EPSG:26912,Private,No,Includes AGIC land ownership data,
,,highways_mex,U.S. EPA San Pedro Data Browser,postgis:/raid/geodata/data/san_pedro/roads_mex/mex_roads.shp,line,infrastructure:Highway,measurement:BinaryCoding,,EPSG:26912,EPSG:26912,Public,Yes,USEPA product,
,,hydrography_az_3,AGIC ephemeral and perennial streams,postgis:/raid/geodata/data/san_pedro/hydrography/streams_az_final.shp,line,geofeatures:River,measurement:BinaryCoding,,EPSG:3742,EPSG:3742,Private,No,Redistribution prohibited by AGIC,
,,hydrography_az_ephemeral,AGIC ephemeral streams,postgis:/raid/geodata/data/san_pedro/hydrography/streams_az_int_ephem.shp,line,geofeatures:EphemeralStream,measurement:BinaryCoding,,EPSG:3742,EPSG:3742,Private,No,Redistribution prohibited by AGIC,
,,hydrography_mex,U.S. EPA San Pedro Data Browser,postgis:/raid/geodata/data/san_pedro/hydrography/mex_strms.shp,line,geofeatures:River,measurement:BinaryCoding,,EPSG:26912,EPSG:26912,Public,Yes,USEPA product,
,,land_ownership_az,Arizona Geographic Information Council,postgis:/raid/geodata/data/san_pedro/land_ownership.shp,polygon,habitat:LandOwnership,measurement:NumericCoding,,EPSG:3742,EPSG:3742,Private,No,Redistribution prohibited by AGIC,
,,mammal_rich,University of Arizona-USGS Southern Arizona Data Services Program,postgis:/raid/geodata/data/san_pedro/SWReGAP_habitat/mammal_richness.shp,polygon,habitat:MammalRichness,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,USGS product,
,,mesquite_management2,Scenario for mesquite management in SPRNCA,postgis:/raid/geodata/data/san_pedro/mesquite_mgmt/Mesq_mgmt.shp,polygon,sanPedro:MesquiteManagement,measurement:BinaryCoding,,EPSG:4326,EPSG:4326,Public,Yes,Generated for BLM scenario,
,,reptile_rich,University of Arizona-USGS Southern Arizona Data Services Program,postgis:/raid/geodata/data/san_pedro/SWReGAP_habitat/reptile_richness.shp,polygon,habitat:ReptileRichness,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,USGS product,
,,roads_az,Arizona Geographic Information Council,postgis:/raid/geodata/data/san_pedro/roads/AZstreets.shp,line,infrastructure:Road,measurement:BinaryCoding,,EPSG:3742,EPSG:3742,Private,No,Redistribution prohibited by AGIC,
,,sp_kineros_97,"KINEROS model data, uncalibrated, run through AGWA using default inputs and a 10-year, 1-hour design storm and 1997 land cover, for the Sierra Vista subwatershed only; U.S. EPA San Pedro Data Browser",postgis:/raid/geodata/data/san_pedro/sp_kineros97/wsv97.shp,polygon,habitat:Infiltration,measurement:Measurement,mm,EPSG:26912,EPSG:26912,Public,Yes,USEPA product,
,,sp_swat_97,U.S. EPA San Pedro Data Browser,postgis:/raid/geodata/data/san_pedro/sp_swat97/wsp97.shp,polygon,waterSupplyService:TransmissionLoss,measurement:Measurement,mm,EPSG:26912,EPSG:26912,Public,Yes,USEPA product,
,,sprnca_condition_class,Stromberg et al. (2006),postgis:/raid/geodata/data/san_pedro/SPRNCA_condition_class/ReachBoundary.shp,polygon,sanPedro:RiparianConditionClass,measurement:Ranking,,EPSG:26912,EPSG:26912,Public,Yes,Fine per Julie Stromberg (1/22/12 email),
,,trails_sprnca2,SPRNCA trail system,postgis:/raid/geodata/data/san_pedro/trails_sprnca/SPRNCA_trails.shp,line,infrastructure:Path,measurement:BinaryCoding,,EPSG:26912,EPSG:26912,Public,Yes,BLM data,
vermont,,,,,,,,,,,,,,
,access_RR,access_RR,Land accessibility for Raven Ridge property,file:/raid/geodata/coverages/vermont/raven_ridge/accessWGS84.tif,raster,recreationService:PublicAccess,measurement:Ranking,,EPSG:4326,EPSG:4326,Private,No,Contact TNC-Vermont for redistribution permission,
,crop_data_vt,crop_data_vt,Cropland cover data for Vermont,file:/raid/geodata/coverages/vermont/cropland/cdl_awifs_r_vt_2009_utm18.tif,raster,carbonService:VegType,measurement:Ranking,,EPSG:32618,EPSG:32618,Public,Yes,USDA product,
,hike_distance_RR,hike_distance_RR,Hiking distance to Raven Ridge viewpoints,file:/raid/geodata/coverages/vermont/raven_ridge/HikeDisWGS84.tif,raster,recreationService:HikingDistance,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,Generated by UVM students for course,
,slope_RR,slope_RR,Slope layer for Raven Ridge property,file:/raid/geodata/coverages/vermont/raven_ridge/Slope24_WGS84.tif,raster,recreationService:HikingSlope,measurement:Measurement,°,EPSG:4326,EPSG:4326,Public,Yes,SRTM-derived,
,travel_cost_RR,travel_cost_RR,Travel cost layer depicting ranked travel expense from Burlington to Raven Ridge property,file:/raid/geodata/coverages/vermont/raven_ridge/TravCost_prj3.tif,raster,recreationService:TravelTime,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,Generated by UVM students for course,
,view_elevation_RR,view_elevation_RR,Elevation of select Raven Ridge viewpoints,file:/raid/geodata/coverages/vermont/raven_ridge/ViewElevWGS84.tif,raster,recreationService:ViewPosition,measurement:Measurement,m,EPSG:4326,EPSG:4326,Public,Yes,SRTM-derived,
,vermont,,PostGIS database: vermont,postgis:vermont,,,,,,,,,,
,,hydrography_vt,VT and (a portion of) NY streams from the National Hydrography Dataset,postgis:/raid/geodata/data/vermont/water/VT_NY_NHDFlowline.shp,line,geofeatures:River,measurement:BinaryCoding,,EPSG:32145,EPSG:32145,Public,Yes,USGS product,
,,lakes_vt,,postgis:/raid/geodata/data/vermont/water/VT_NY_NHDWaterbody.shp,polygon,geofeatures:Lake,measurement:BinaryCoding,,EPSG:32145,EPSG:32145,Public,Yes,USGS product,
,,roads_vt,E911 road center line data for VT.,postgis:/raid/geodata/data/vermont/roads/Emergency_rds_line.shp,line,infrastructure:Road,measurement:BinaryCoding,,EPSG:32145,EPSG:32145,Public,Yes,Public product,
,,soil_carbon_vt,Soil carbon data for forested soils in VT,postgis:/raid/geodata/data/vermont/soil_carbon/VT_soilcarbon.shp,polygon,carbonService:SoilCarbonStorage,measurement:Measurement,g/m^2,EPSG:32145,EPSG:32145,Public,Yes,"VT Department of Forests, Parks, and Recreation data",
,,soil_carbon_vt_wgs84,,postgis:/raid/geodata/data/vermont/soil_carbon/VT_soilcarbon_WGS84.shp,polygon,carbonService:SoilCarbonStorage,measurement:BinaryCoding,,EPSG:4326,EPSG:4326,Public,Yes,"VT Department of Forests, Parks, and Recreation data",
,,stand_condition_lye_brook,,postgis:/raid/geodata/data/vermont/lye_brook/lye_brook_stands_WGS84_v2.shp,polygon,carbonService:StandCondition,measurement:Ranking,,EPSG:4326,EPSG:4326,Public,Yes,Forest Service data,
,,transmission_vt,,postgis:/raid/geodata/data/vermont/utilities/VT_utility_lines.shp,line,infrastructure:TransmissionLine,measurement:BinaryCoding,,EPSG:32145,EPSG:32145,Public,Yes,Census Bureau product,
ontario,,,,,,,,,,,,,,
,campground_use_alg,campground_use_alg,Campgrounds in Algonquin Provincial Park that reported visitor use via the Visitor Use Survey data,file:/raid/geodata/coverages/ontario/AlgonquinCampgroundUse.tif,raster,recreationService:CampgroundUse,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,canoe_use_alg,canoe_use_alg,Lakes in Algonquin Provincial Park that reported visitor canoe use via the Visitor Use Survey data,file:/raid/geodata/coverages/ontario/AlgonquinCanoeUse.tif,raster,recreationService:CanoeUse,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,hike_use_alg,hike_use_alg,Lakes in Algonquin Provincial Park that reported visitor hiking use via the Visitor Use Survey data,file:/raid/geodata/coverages/ontario/AlgonquinHikeUse.tif,raster,recreationService:HikingUse,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,canopy_alg,canopy_alg,Percent canopy cover for Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinPerCanopyCover.tif,raster,habitat:PercentTreeCanopyCover,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Derived from data provided by MNR,
,canopy_low,canopy_low,Percent canopy cover for the Lake of the Woods case study,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsPerCanopyCover.tif,raster,habitat:PercentTreeCanopyCover,measurement:Ranking,,EPSG:26915,EPSG:26915,Private,Yes,Derived from data provided by MNR,
,communication_towers_alg,communication_towers_alg,Communication and utility towers in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinTowers.tif,raster,infrastructure:CommunicationTower,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,dams_low,dams_low,Dams in The Lake of the Woods Provincial Park region,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsDams.tif,raster,floodService:DamStorage,measurement:Measurement,m,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,deer_moose_wintering_alg,deer_moose_wintering_alg,Deer / moose wintering areas in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinWinteringAreas.tif,raster,ontario:DeerMooseWinteringHabitat,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,deforestation_risk_alg,deforestation_risk_alg,Deforestation risk map for Algonquin Provincial Park developed from FRI data,file:/raid/geodata/coverages/ontario/AlgonquinDeforestationRisk.tif,raster,carbonService:DeforestationRisk,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Derived from data provided by MNR,
,dem10m_alg,dem10m_alg,MNR DEM,file:/raid/geodata/coverages/ontario/AlgonquinDEM.tif,raster,geophysics:Altitude,measurement:Measurement,m,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,dem20m_low,dem20m_low,MNR DEM,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsDEM.tif,raster,geophysics:Altitude,measurement:Measurement,m,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,evapotranspiration_alg,evapotranspiration_alg,Estimated evapotranspiration rate for Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinEvapotranspiration.tif,raster,habitat:Evapotranspiration,measurement:Measurement,mm,EPSG:26918,EPSG:26918,Public,Yes,Data created by Bvoigt,
,evapotranspiration_low,evapotranspiration_low,Evapotranspiration,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsEvapotranspiration.tif,raster,habitat:Evapotranspiration,measurement:Measurement,mm,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,fire_frequency_alg,fire_frequency_alg,Summary of fire incidences in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinFires.tif,raster,habitat:FireThreat,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,Yes,Derived from data provided by MNR,
,hardwood_softwood_alg,hardwood_softwood_alg,Hardwood : Softwood ratio,file:/raid/geodata/coverages/ontario/AlgonquinHardwoodSoftwood.tif,raster,habitat:HardwoodSoftwoodRatio,measurement:Ranking,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,hydrography_alg,hydrography_alg,River network for Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinHydrography.tif,raster,geofeatures:River,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,yes,Data provided by MNR,Adam.Gryck@ontario.ca
,hydrography_low,hydrography_low,River network,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsHydrography.tif,raster,geofeatures:River,measurement:BinaryCoding,,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,lakes_alg,lakes_alg,Lakes in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinLakes.tif,raster,geofeatures:Lake,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,lulc2000_alg,lulc2000_alg,"MNR Landcover, 2000",file:/raid/geodata/coverages/ontario/AlgonquinLandCover2000.tif,raster,ontario-lulc:MNRLULCNumeric,measurement:NumericCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,lulc2000_low,lulc2000_low,"MNR Landcover, 2000",file:/raid/geodata/coverages/ontario/LakeOfTheWoodsLandCover.tif,raster,ontario-lulc:MNRLULCNumeric,measurement:NumericCoding,,EPSG:26915,EPSG:26915,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,moose_habitat_alg,moose_habitat_alg,Moose calving and feeding habitat in Algonquin Provincial Park,file:/raid/geodata/coverages/ontario/AlgonquinMooseHabitat.tif,raster,ontario:MooseCalvingFeedingHabitat,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,nesting_habitat_alg,nesting_habitat_alg,,file:/raid/geodata/coverages/ontario/AlgonquinNestingHabitat.tif,raster,ontario:BirdNestingHabitat,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Derived from data provided by MNR,
,park_infrastructure_alg,park_infrastructure_alg,"Other infrastructure in Algonquin Provincial Park, including water, sewer, trash, cottages",file:/raid/geodata/coverages/ontario/AlgonquinParkInfrastructurePoints.tif,raster,aestheticService:ParkInfrastructure,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,park_infrastructure_no_cottages_alg,park_infrastructure_no_cottages_alg,"Other infrastructure in Algonquin Provincial Park, including water, sewer, trash",file:/raid/geodata/coverages/ontario/AlgonquinParkInfrastructurePointsNoCottages.tif,raster,aestheticService:ParkInfrastructureNoCottages,measurement:BinaryCoding,,EPSG:26918,EPSG:26918,Private,Yes,Data provided by MNR,Adam.Gryck@ontario.ca
,population_density_low,population_density_low,Computed population density from the 2006 census,file:/raid/geodata/coverages/ontario/LakeOfTheWoodsPopulationDensity.tif,raster,policytarget:PopulationDensity,measurement:Count,/km^2,EPSG:26915,EPSG:26915,Public,Yes,Data created by Bvoigt,
,precipitation_alg,precipitation_alg,Interpolated precipitation,file:/raid/geodata/coverages/ontario/AlgonquinAnnualRain.tif,raster,habitat:AnnualPrecipitation,measurement:Measurement,mm,EPSG:26918,EPSG:26918,Public,Yes,Data created by Bvoigt,
